area,population_density,statistic_yyy,site_id,people_total
1.4639,18583,110,高雄市旗津區,27204
45.4426,3434,110,高雄市小港區,156035
26.759,13377,110,高雄市鳳山區,357946
32.286,2134,110,高雄市林園區,68893
71.04,1576,110,高雄市大寮區,111933
66.9811,616,110,高雄市大樹區,41257
26.5848,1281,110,高雄市大社區,34050
36.0808,2594,110,高雄市仁武區,93581
24.5927,1805,110,高雄市鳥松區,44393
47.9421,2001,110,高雄市岡山區,95922
25.9379,1546,110,高雄市橋頭區,40094
65.395,447,110,高雄市燕巢區,29244
92.6802,73,110,高雄市田寮區,6788
34.6164,809,110,高雄市阿蓮區,28011
48.4348,1057,110,高雄市路竹區,51217
20.1615,1471,110,高雄市湖內區,29648
15.7624,1891,110,高雄市茄萣區,29812
22.6141,602,110,高雄市永安區,13618
14.7772,1261,110,高雄市彌陀區,18627
11.5967,3028,110,高雄市梓官區,35117
94.6122,372,110,高雄市旗山區,35162
120.0316,316,110,高雄市美濃區,37949
194.1584,63,110,高雄市六龜區,12135
124.034,47,110,高雄市甲仙區,5788
104.0036,109,110,高雄市杉林區,11288
95.6224,144,110,高雄市內門區,13770
194,10,110,高雄市茂林區,1874
928.98,5,110,高雄市桃源區,4193
252.9895,12,110,高雄市那瑪夏區,3143
29.408,3226,110,宜蘭縣宜蘭市,94869
11.3448,6235,110,宜蘭縣羅東鎮,70732
89.0196,430,110,宜蘭縣蘇澳鎮,38272
100.893,283,110,宜蘭縣頭城鎮,28544
101.4278,346,110,宜蘭縣礁溪鄉,35057
38.4769,634,110,宜蘭縣壯圍鄉,24391
111.9106,286,110,宜蘭縣員山鄉,32056
79.8573,663,110,宜蘭縣冬山鄉,52928
38.8671,1043,110,宜蘭縣五結鄉,40539
144.2238,147,110,宜蘭縣三星鄉,21206
657.5442,9,110,宜蘭縣大同鄉,6088
740.652,8,110,宜蘭縣南澳鄉,6010
46.8341,4403,110,新竹縣竹北市,206189
125.5193,218,110,新竹縣關西鎮,27377
72.1911,457,110,新竹縣新埔鎮,32975
53.5133,1805,110,新竹縣竹東鎮,96590
58.4303,1362,110,新竹縣湖口鄉,79602
66.3502,186,110,新竹縣橫山鄉,12343
46.3496,1249,110,新竹縣新豐鄉,57908
40.7858,489,110,新竹縣芎林鄉,19936
64.7871,224,110,新竹縣寶山鄉,14504
50.6676,174,110,新竹縣北埔鄉,8797
46.801,113,110,新竹縣峨眉鄉,5309
527.5795,18,110,新竹縣尖石鄉,9577
227.728,20,110,新竹縣五峰鄉,4473
37.8878,2295,110,苗栗縣苗栗市,86939
53.3205,1971,110,苗栗縣頭份市,105084
68.2473,648,110,苗栗縣苑裡鎮,44256
107.8486,301,110,苗栗縣通霄鎮,32441
37.5592,2326,110,苗栗縣竹南鎮,87365
75.8079,458,110,苗栗縣後龍鎮,34694
76.3153,208,110,苗栗縣卓蘭鎮,15866
90.8396,149,110,苗栗縣大湖鄉,13530
71.4523,446,110,苗栗縣公館鄉,31867
78.3805,215,110,苗栗縣銅鑼鄉,16871
165.4938,56,110,苗栗縣南庄鄉,9328
52.5046,191,110,苗栗縣頭屋鄉,10026
69.3424,222,110,苗栗縣三義鄉,15388
41.0758,160,110,苗栗縣西湖鄉,6558
47.9978,249,110,苗栗縣造橋鄉,11956
52.2964,119,110,苗栗縣三灣鄉,6201
79.4324,52,110,苗栗縣獅潭鄉,4117
614.5127,9,110,苗栗縣泰安鄉,5691
65.6947,3478,110,彰化縣彰化市,228470
40.038,3066,110,彰化縣員林市,122757
39.4625,2175,110,彰化縣鹿港鎮,85837
39.9345,2243,110,彰化縣和美鎮,89558
19.2547,1730,110,彰化縣北斗鎮,33303
32.0592,1695,110,彰化縣溪湖鎮,54340
34.6056,1159,110,彰化縣田中鎮,40123
92.8478,529,110,彰化縣二林鎮,49082
18.0856,912,110,彰化縣線西鄉,16486
22.3268,1695,110,彰化縣伸港鄉,37838
49.8934,921,110,彰化縣福興鄉,45956
29.3447,1317,110,彰化縣秀水鄉,38633
36.3469,1232,110,彰化縣花壇鄉,44795
38.0204,600,110,彰化縣芬園鄉,22827
30.7837,1294,110,彰化縣大村鄉,39835
38.6081,821,110,彰化縣埔鹽鄉,31682
20.9526,1624,110,彰化縣埔心鄉,34037
20.6382,1738,110,彰化縣永靖鄉,35879
36.1449,1163,110,彰化縣社頭鄉,42026
29.4449,488,110,彰化縣二水鄉,14377
24.0375,1099,110,彰化縣田尾鄉,26407
42.7508,695,110,彰化縣埤頭鄉,29706
91.3827,351,110,彰化縣芳苑鄉,32110
63.7406,247,110,彰化縣大城鄉,15733
42.1662,346,110,彰化縣竹塘鄉,14584
75.831,382,110,彰化縣溪州鄉,28949
71.6021,1372,110,南投縣南投市,98244
162.2227,481,110,南投縣埔里鎮,78107
104.0327,932,110,南投縣草屯鎮,96923
247.3339,213,110,南投縣竹山鎮,52629
49.7268,206,110,南投縣集集鎮,10227
83.0955,444,110,南投縣名間鄉,36925
141.8981,119,110,南投縣鹿谷鄉,16850
146.6541,96,110,南投縣中寮鄉,14013
121.3735,125,110,南投縣魚池鄉,15162
175.7042,100,110,南投縣國姓鄉,17557
106.8424,156,110,南投縣水里鄉,16665
1422.4188,11,110,南投縣信義鄉,15785
1273.5312,12,110,南投縣仁愛鄉,15810
93.7151,1153,110,雲林縣斗六市,108100
48.1505,905,110,雲林縣斗南鎮,43584
68.742,1028,110,雲林縣虎尾鎮,70648
49.7985,904,110,雲林縣西螺鎮,45029
49.0212,570,110,雲林縣土庫鎮,27938
41.4999,926,110,雲林縣北港鎮,38437
166.6059,183,110,雲林縣古坑鄉,30438
44.9973,410,110,雲林縣大埤鄉,18451
50.8502,550,110,雲林縣莿桐鄉,27970
37.6035,456,110,雲林縣林內鄉,17131
59.5625,431,110,雲林縣二崙鄉,25660
58.484,403,110,雲林縣崙背鄉,23584
80.1668,607,110,雲林縣麥寮鄉,48695
48.3562,286,110,雲林縣東勢鄉,13849
37.0552,331,110,雲林縣褒忠鄉,12279
54.0983,417,110,雲林縣臺西鄉,22558
71.5872,338,110,雲林縣元長鄉,24177
77.1189,284,110,雲林縣四湖鄉,21891
80.4612,323,110,雲林縣口湖鄉,25976
72.9582,325,110,雲林縣水林鄉,23737
66.8964,577,110,嘉義縣太保市,38571
49.5737,832,110,嘉義縣朴子市,41256
61.7307,413,110,嘉義縣布袋鎮,25521
64.1663,469,110,嘉義縣大林鎮,30068
85.4969,827,110,嘉義縣民雄鄉,70675
33.0463,416,110,嘉義縣溪口鄉,13761
66.0495,465,110,嘉義縣新港鄉,30705
62.2619,350,110,嘉義縣六腳鄉,21774
81.5821,288,110,嘉義縣東石鄉,23464
79.2925,217,110,嘉義縣義竹鄉,17232
54.3151,270,110,嘉義縣鹿草鄉,14658
69.1198,702,110,嘉義縣水上鄉,48529
129.5016,337,110,嘉義縣中埔鄉,43602
162.2256,211,110,嘉義縣竹崎鄉,34190
119.7571,153,110,嘉義縣梅山鄉,18324
117.5269,94,110,嘉義縣番路鄉,11033
173.2472,26,110,嘉義縣大埔鄉,4533
427.8471,13,110,嘉義縣阿里山鄉,5420
65.067,3010,110,屏東縣屏東市,195862
42.4331,1262,110,屏東縣潮州鎮,53546
29.4635,1570,110,屏東縣東港鎮,46268
136.763,220,110,屏東縣恆春鎮,30089
57.4679,865,110,屏東縣萬丹鄉,49696
39.8861,736,110,屏東縣長治鄉,29337
16.26,654,110,屏東縣麟洛鄉,10629
42.0187,517,110,屏東縣九如鄉,21734
68.9208,373,110,屏東縣里港鄉,25696
64.3493,382,110,屏東縣鹽埔鄉,24586
90.1522,260,110,屏東縣高樹鄉,23439
60.7315,328,110,屏東縣萬巒鄉,19915
81.8554,642,110,屏東縣內埔鄉,52544
29.0732,561,110,屏東縣竹田鄉,16318
59.0102,160,110,屏東縣新埤鄉,9451
57.7347,403,110,屏東縣枋寮鄉,23246
38.3109,873,110,屏東縣新園鄉,33447
31.2659,488,110,屏東縣崁頂鄉,15272
15.6233,1090,110,屏東縣林邊鄉,17023
18.97,534,110,屏東縣南州鄉,10133
30.9842,591,110,屏東縣佳冬鄉,18321
6.8018,1780,110,屏東縣琉球鄉,12104
49.8517,164,110,屏東縣車城鄉,8181
142.2013,52,110,屏東縣滿州鄉,7353
17.2697,298,110,屏東縣枋山鄉,5150
196.3965,39,110,屏東縣三地門鄉,7711
278.796,12,110,屏東縣霧臺鄉,3259
78.7008,85,110,屏東縣瑪家鄉,6706
118.6266,45,110,屏東縣泰武鄉,5360
167.7756,44,110,屏東縣來義鄉,7397
160.001,31,110,屏東縣春日鄉,4930
301.0018,16,110,屏東縣獅子鄉,4888
181.8366,27,110,屏東縣牡丹鄉,4849
109.7691,947,110,臺東縣臺東市,103943
143.9939,93,110,臺東縣成功鎮,13330
58.7351,141,110,臺東縣關山鎮,8274
412.6871,41,110,臺東縣卑南鄉,16833
69.1454,81,110,臺東縣大武鄉,5635
96.6523,112,110,臺東縣太麻里鄉,10819
210.1908,39,110,臺東縣東河鄉,8106
155.1868,44,110,臺東縣長濱鄉,6791
89.698,83,110,臺東縣鹿野鄉,7482
82.6854,96,110,臺東縣池上鄉,7976
15.0919,273,110,臺東縣綠島鄉,4124
455.8805,8,110,臺東縣延平鄉,3591
880.0382,5,110,臺東縣海端鄉,4151
306.4454,11,110,臺東縣達仁鄉,3437
380.6635,10,110,臺東縣金峰鄉,3663
48.3892,108,110,臺東縣蘭嶼鄉,5231
29.4095,3433,110,花蓮縣花蓮市,100955
120.5181,89,110,花蓮縣鳳林鎮,10679
252.3719,91,110,花蓮縣玉里鎮,22878
29.4095,689,110,花蓮縣新城鄉,20252
65.2582,1274,110,花蓮縣吉安鄉,83122
218.4448,79,110,花蓮縣壽豐鄉,17351
157.11,78,110,花蓮縣光復鄉,12185
162.4332,27,110,花蓮縣豐濱鄉,4327
135.5862,82,110,花蓮縣瑞穗鄉,11123
176.3705,56,110,花蓮縣富里鄉,9812
1641.8555,10,110,花蓮縣秀林鄉,16555
618.491,10,110,花蓮縣萬榮鄉,6152
1021.313,6,110,花蓮縣卓溪鄉,5967
33.9918,1862,110,澎湖縣馬公市,63289
33.3008,464,110,澎湖縣湖西鄉,15447
20.0875,497,110,澎湖縣白沙鄉,9989
18.7148,446,110,澎湖縣西嶼鄉,8338
13.7824,393,110,澎湖縣望安鄉,5415
6.9868,553,110,澎湖縣七美鄉,3862
10.2118,4960,110,基隆市中正區,50654
56.2659,947,110,基隆市七堵區,53276
22.8283,1682,110,基隆市暖暖區,38398
4.2335,9884,110,基隆市仁愛區,41842
10.5238,4348,110,基隆市中山區,45755
18.025,4494,110,基隆市安樂區,81001
10.6706,4972,110,基隆市信義區,53051
33.5768,6601,110,新竹市東區,221651
15.7267,9687,110,新竹市北區,152348
54.8491,1434,110,新竹市香山區,78641
30.1556,3945,110,嘉義市東區,118956
29.87,4880,110,嘉義市西區,145771
21.713,1973,110,金門縣金城鎮,42845
41.696,734,110,金門縣金湖鎮,30593
41.19,505,110,金門縣金沙鎮,20785
29.854,1136,110,金門縣金寧鄉,33901
16.003,796,110,金門縣烈嶼鄉,12743
1.2,560,110,金門縣烏坵鄉,672
10.4,736,110,連江縣南竿鄉,7657
9.9,303,110,連江縣北竿鄉,2998
4.7,318,110,連江縣莒光鄉,1496
3.8,393,110,連江縣東引鄉,1494
23.1373,23753,111,新北市板橋區,549572
16.317,23278,111,新北市三重區,379825
20.144,20011,111,新北市中和區,403109
5.7138,37133,111,新北市永和區,212170
19.7383,21277,111,新北市新莊區,419966
120.2255,2484,111,新北市新店區,298594
33.1288,5435,111,新北市樹林區,180067
21.1248,4185,111,新北市鶯歌區,88406
191.4508,602,111,新北市三峽區,115274
70.6565,2658,111,新北市淡水區,187823
71.2354,2896,111,新北市汐止區,206265
70.7336,533,111,新北市瑞芳區,37695
29.5578,8036,111,新北市土城區,237538
7.4351,26874,111,新北市蘆洲區,199811
34.8632,2623,111,新北市五股區,91436
19.1603,4018,111,新北市泰山區,76982
54.1519,2362,111,新北市林口區,127887
20.5787,1143,111,新北市深坑區,23528
144.3498,51,111,新北市石碇區,7292
170.835,38,111,新北市坪林區,6553
65.9909,337,111,新北市三芝區,22228
51.2645,214,111,新北市石門區,10961
39.4933,1036,111,新北市八里區,40902
71.3382,60,111,新北市平溪區,4268
146.2484,55,111,新北市雙溪區,8102
99.9734,113,111,新北市貢寮區,11260
49.2132,418,111,新北市金山區,20577
63.3766,333,111,新北市萬里區,21101
321.1306,20,111,新北市烏來區,6359
9.2878,20450,111,臺北市松山區,189939
11.2077,18182,111,臺北市信義區,203780
11.3614,25046,111,臺北市大安區,284557
13.6821,15544,111,臺北市中山區,212669
7.6071,19469,111,臺北市中正區,148103
5.6815,20916,111,臺北市大同區,118833
8.8522,19548,111,臺北市萬華區,173040
31.509,8174,111,臺北市文山區,257558
21.8424,5210,111,臺北市南港區,113798
31.5787,8644,111,臺北市內湖區,272963
62.3682,4244,111,臺北市士林區,264716
56.8216,4237,111,臺北市北投區,240725
34.8046,13284,111,桃園市桃園區,462338
76.52,5537,111,桃園市中壢區,423722
105.1206,897,111,桃園市大溪區,94313
89.1229,1993,111,桃園市楊梅區,177602
75.5025,2215,111,桃園市蘆竹區,167205
87.3925,984,111,桃園市大園區,85991
72.0177,2392,111,桃園市龜山區,172274
33.7111,6228,111,桃園市八德區,209952
75.2341,1661,111,桃園市龍潭區,124973
47.7532,4771,111,桃園市平鎮區,227810
85.0166,579,111,桃園市新屋區,49205
87.9807,830,111,桃園市觀音區,73026
350.7775,37,111,桃園市復興區,13053
0.8803,20033,111,臺中市中區,17635
9.2855,8137,111,臺中市東區,75554
6.8101,18424,111,臺中市南區,125466
5.7042,19683,111,臺中市西區,112278
6.9376,20580,111,臺中市北區,142778
39.8467,5819,111,臺中市西屯區,231866
31.2578,5692,111,臺中市南屯區,177930
62.7034,4715,111,臺中市北屯區,295677
41.1845,3969,111,臺中市豐原區,163476
117.4065,407,111,臺中市東勢區,47817
58.5192,1277,111,臺中市大甲區,74737
64.1709,1386,111,臺中市清水區,88947
40.4604,2397,111,臺中市沙鹿區,97002
16.6049,3604,111,臺中市梧棲區,59848
58.9439,910,111,臺中市后里區,53667
35.0445,1835,111,臺中市神岡區,64308
25.8497,4203,111,臺中市潭子區,108639
32.4109,2940,111,臺中市大雅區,95275
68.8874,338,111,臺中市新社區,23283
18.2105,777,111,臺中市石岡區,14154
42.4099,737,111,臺中市外埔區,31264
27.4045,665,111,臺中市大安區,18230
43.4032,1800,111,臺中市烏日區,78122
37.0024,1517,111,臺中市大肚區,56129
38.0377,2048,111,臺中市龍井區,77887
98.0779,653,111,臺中市霧峰區,64091
120.7473,1623,111,臺中市太平區,196011
28.8758,7323,111,臺中市大里區,211469
1037.8192,11,111,臺中市和平區,10919
38.5386,1944,111,臺南市新營區,74908
52.2455,468,111,臺南市鹽水區,24452
126.4046,207,111,臺南市白河區,26203
61.2929,333,111,臺南市柳營區,20407
72.2189,303,111,臺南市後壁區,21891
124.9178,155,111,臺南市東山區,19366
53.9744,795,111,臺南市麻豆區,42933
33.5291,675,111,臺南市下營區,22635
67.5471,316,111,臺南市六甲區,21342
70.7953,294,111,臺南市官田區,20849
70.3125,126,111,臺南市大內區,8847
38.9422,1491,111,臺南市佳里區,58063
53.9919,458,111,臺南市學甲區,24749
33.7666,732,111,臺南市西港區,24713
110.1492,195,111,臺南市七股區,21439
41.9796,444,111,臺南市將軍區,18618
44.1003,231,111,臺南市北門區,10183
62.0579,684,111,臺南市新化區,42467
55.3097,937,111,臺南市善化區,51842
47.8096,784,111,臺南市新市區,37482
31.27,956,111,臺南市安定區,29904
27.878,250,111,臺南市山上區,6976
76.3662,172,111,臺南市玉井區,13118
109.6316,81,111,臺南市楠西區,8870
171.5198,47,111,臺南市南化區,8114
74.9025,58,111,臺南市左鎮區,4366
50.7664,1515,111,臺南市仁德區,76896
55.7913,1220,111,臺南市歸仁區,68044
53.6413,623,111,臺南市關廟區,33424
64.0814,56,111,臺南市龍崎區,3601
40.2753,5813,111,臺南市永康區,234130
13.4156,13455,111,臺南市東區,180511
27.2681,4439,111,臺南市南區,121035
10.434,12082,111,臺南市北區,126068
107.2016,1857,111,臺南市安南區,199118
11.0663,6147,111,臺南市安平區,68025
6.26,12365,111,臺南市中西區,77408
1.4161,15875,111,高雄市鹽埕區,22481
14.7523,9462,111,高雄市鼓山區,139590
19.3823,10076,111,高雄市左營區,195296
25.8276,7407,111,高雄市楠梓區,191313
19.7866,16699,111,高雄市三民區,330419
1.9764,24827,111,高雄市新興區,49068
1.8573,14340,111,高雄市前金區,26633
8.1522,19951,111,高雄市苓雅區,162642
19.1207,9429,111,高雄市前鎮區,180282
1.4639,18219,111,高雄市旗津區,26671
45.4426,3407,111,高雄市小港區,154808
26.759,13305,111,高雄市鳳山區,356016
32.286,2119,111,高雄市林園區,68429
71.04,1570,111,高雄市大寮區,111514
66.9811,608,111,高雄市大樹區,40732
26.5848,1267,111,高雄市大社區,33670
36.0808,2635,111,高雄市仁武區,95089
24.5927,1796,111,高雄市鳥松區,44168
47.9421,1989,111,高雄市岡山區,95349
25.9379,1560,111,高雄市橋頭區,40470
65.395,443,111,高雄市燕巢區,28963
92.6802,72,111,高雄市田寮區,6655
34.6164,799,111,高雄市阿蓮區,27656
48.4348,1045,111,高雄市路竹區,50602
20.1615,1465,111,高雄市湖內區,29540
15.7624,1870,111,高雄市茄萣區,29480
22.6141,609,111,高雄市永安區,13776
14.7772,1250,111,高雄市彌陀區,18468
11.5967,3005,111,高雄市梓官區,34845
94.6122,366,111,高雄市旗山區,34622
120.0316,311,111,高雄市美濃區,37317
194.1584,61,111,高雄市六龜區,11920
124.034,46,111,高雄市甲仙區,5661
104.0036,107,111,高雄市杉林區,11094
95.6224,141,111,高雄市內門區,13499
194,10,111,高雄市茂林區,1940
928.98,5,111,高雄市桃源區,4258
252.9895,13,111,高雄市那瑪夏區,3201
29.408,3219,111,宜蘭縣宜蘭市,94679
11.3448,6171,111,宜蘭縣羅東鎮,70012
89.0196,425,111,宜蘭縣蘇澳鎮,37867
100.893,282,111,宜蘭縣頭城鎮,28453
101.4278,343,111,宜蘭縣礁溪鄉,34800
38.4769,635,111,宜蘭縣壯圍鄉,24417
111.9106,285,111,宜蘭縣員山鄉,31918
79.8573,661,111,宜蘭縣冬山鄉,52761
38.8671,1046,111,宜蘭縣五結鄉,40662
144.2238,147,111,宜蘭縣三星鄉,21235
657.5442,9,111,宜蘭縣大同鄉,6139
740.652,8,111,宜蘭縣南澳鄉,6119
46.8341,4467,111,新竹縣竹北市,209221
125.5193,216,111,新竹縣關西鎮,27099
72.1911,458,111,新竹縣新埔鎮,33055
53.5133,1801,111,新竹縣竹東鎮,96375
58.4303,1390,111,新竹縣湖口鄉,81232
66.3502,184,111,新竹縣橫山鄉,12212
46.3496,1265,111,新竹縣新豐鄉,58651
40.7858,494,111,新竹縣芎林鄉,20159
64.7871,222,111,新竹縣寶山鄉,14391
50.6676,171,111,新竹縣北埔鄉,8672
46.801,114,111,新竹縣峨眉鄉,5319
527.5795,18,111,新竹縣尖石鄉,9574
227.728,20,111,新竹縣五峰鄉,4543
37.8878,2273,111,苗栗縣苗栗市,86112
53.3205,1976,111,苗栗縣頭份市,105354
68.2473,644,111,苗栗縣苑裡鎮,43927
107.8486,295,111,苗栗縣通霄鎮,31835
37.5592,2353,111,苗栗縣竹南鎮,88364
75.8079,453,111,苗栗縣後龍鎮,34358
76.3153,203,111,苗栗縣卓蘭鎮,15514
90.8396,146,111,苗栗縣大湖鄉,13219
71.4523,440,111,苗栗縣公館鄉,31445
78.3805,213,111,苗栗縣銅鑼鄉,16682
165.4938,55,111,苗栗縣南庄鄉,9046
52.5046,189,111,苗栗縣頭屋鄉,9948
69.3424,218,111,苗栗縣三義鄉,15151
41.0758,157,111,苗栗縣西湖鄉,6440
47.9978,244,111,苗栗縣造橋鄉,11706
52.2964,117,111,苗栗縣三灣鄉,6143
79.4324,52,111,苗栗縣獅潭鄉,4149
614.5127,9,111,苗栗縣泰安鄉,5739
65.6947,3448,111,彰化縣彰化市,226519
40.038,3056,111,彰化縣員林市,122367
39.4625,2163,111,彰化縣鹿港鎮,85370
39.9345,2220,111,彰化縣和美鎮,88666
19.2547,1727,111,彰化縣北斗鎮,33259
32.0592,1686,111,彰化縣溪湖鎮,54056
34.6056,1147,111,彰化縣田中鎮,39693
92.8478,521,111,彰化縣二林鎮,48390
18.0856,901,111,彰化縣線西鄉,16303
22.3268,1700,111,彰化縣伸港鄉,37948
49.8934,911,111,彰化縣福興鄉,45445
29.3447,1304,111,彰化縣秀水鄉,38258
36.3469,1219,111,彰化縣花壇鄉,44296
38.0204,591,111,彰化縣芬園鄉,22456
30.7837,1312,111,彰化縣大村鄉,40392
38.6081,812,111,彰化縣埔鹽鄉,31349
20.9526,1614,111,彰化縣埔心鄉,33813
20.6382,1718,111,彰化縣永靖鄉,35464
36.1449,1151,111,彰化縣社頭鄉,41606
29.4449,481,111,彰化縣二水鄉,14168
24.0375,1085,111,彰化縣田尾鄉,26069
42.7508,685,111,彰化縣埤頭鄉,29293
91.3827,346,111,彰化縣芳苑鄉,31614
63.7406,242,111,彰化縣大城鄉,15455
42.1662,341,111,彰化縣竹塘鄉,14370
75.831,377,111,彰化縣溪州鄉,28620
71.6021,1360,111,南投縣南投市,97361
162.2227,476,111,南投縣埔里鎮,77244
104.0327,929,111,南投縣草屯鎮,96646
247.3339,210,111,南投縣竹山鎮,51863
49.7268,202,111,南投縣集集鎮,10068
83.0955,436,111,南投縣名間鄉,36234
141.8981,116,111,南投縣鹿谷鄉,16477
146.6541,94,111,南投縣中寮鄉,13841
121.3735,123,111,南投縣魚池鄉,14892
175.7042,98,111,南投縣國姓鄉,17256
106.8424,153,111,南投縣水里鄉,16387
1422.4188,11,111,南投縣信義鄉,15594
1273.5312,12,111,南投縣仁愛鄉,15732
93.7151,1150,111,雲林縣斗六市,107791
48.1505,900,111,雲林縣斗南鎮,43355
68.742,1023,111,雲林縣虎尾鎮,70305
49.7985,895,111,雲林縣西螺鎮,44578
49.0212,564,111,雲林縣土庫鎮,27650
41.4999,912,111,雲林縣北港鎮,37849
166.6059,181,111,雲林縣古坑鄉,30138
44.9973,405,111,雲林縣大埤鄉,18231
50.8502,542,111,雲林縣莿桐鄉,27554
37.6035,450,111,雲林縣林內鄉,16930
59.5625,423,111,雲林縣二崙鄉,25220
58.484,395,111,雲林縣崙背鄉,23098
80.1668,616,111,雲林縣麥寮鄉,49354
48.3562,282,111,雲林縣東勢鄉,13642
37.0552,328,111,雲林縣褒忠鄉,12143
54.0983,409,111,雲林縣臺西鄉,22151
71.5872,331,111,雲林縣元長鄉,23713
77.1189,280,111,雲林縣四湖鄉,21582
80.4612,318,111,雲林縣口湖鄉,25566
72.9582,319,111,雲林縣水林鄉,23242
66.8964,582,111,嘉義縣太保市,38919
49.5737,825,111,嘉義縣朴子市,40882
61.7307,406,111,嘉義縣布袋鎮,25056
64.1663,464,111,嘉義縣大林鎮,29744
85.4969,822,111,嘉義縣民雄鄉,70298
33.0463,407,111,嘉義縣溪口鄉,13463
66.0495,459,111,嘉義縣新港鄉,30302
62.2619,343,111,嘉義縣六腳鄉,21331
81.5821,284,111,嘉義縣東石鄉,23144
79.2925,214,111,嘉義縣義竹鄉,16994
54.3151,266,111,嘉義縣鹿草鄉,14426
69.1198,693,111,嘉義縣水上鄉,47912
129.5016,332,111,嘉義縣中埔鄉,43048
162.2256,208,111,嘉義縣竹崎鄉,33792
119.7571,151,111,嘉義縣梅山鄉,18052
117.5269,93,111,嘉義縣番路鄉,10938
173.2472,26,111,嘉義縣大埔鄉,4476
427.8471,13,111,嘉義縣阿里山鄉,5381
65.067,2981,111,屏東縣屏東市,193941
42.4331,1252,111,屏東縣潮州鎮,53124
29.4635,1558,111,屏東縣東港鎮,45908
136.763,219,111,屏東縣恆春鎮,29899
57.4679,861,111,屏東縣萬丹鄉,49457
39.8861,730,111,屏東縣長治鄉,29126
16.26,651,111,屏東縣麟洛鄉,10592
42.0187,515,111,屏東縣九如鄉,21645
68.9208,373,111,屏東縣里港鄉,25685
64.3493,377,111,屏東縣鹽埔鄉,24266
90.1522,257,111,屏東縣高樹鄉,23182
60.7315,321,111,屏東縣萬巒鄉,19478
81.8554,638,111,屏東縣內埔鄉,52258
29.0732,553,111,屏東縣竹田鄉,16073
59.0102,163,111,屏東縣新埤鄉,9623
57.7347,398,111,屏東縣枋寮鄉,22969
38.3109,864,111,屏東縣新園鄉,33091
31.2659,485,111,屏東縣崁頂鄉,15168
15.6233,1073,111,屏東縣林邊鄉,16762
18.97,530,111,屏東縣南州鄉,10049
30.9842,584,111,屏東縣佳冬鄉,18095
6.8018,1796,111,屏東縣琉球鄉,12216
49.8517,164,111,屏東縣車城鄉,8194
142.2013,52,111,屏東縣滿州鄉,7454
17.2697,297,111,屏東縣枋山鄉,5128
196.3965,40,111,屏東縣三地門鄉,7793
278.796,12,111,屏東縣霧臺鄉,3324
78.7008,86,111,屏東縣瑪家鄉,6796
118.6266,45,111,屏東縣泰武鄉,5338
167.7756,44,111,屏東縣來義鄉,7423
160.001,31,111,屏東縣春日鄉,4889
301.0018,16,111,屏東縣獅子鄉,4891
181.8366,27,111,屏東縣牡丹鄉,4866
109.7691,941,111,臺東縣臺東市,103252
143.9939,92,111,臺東縣成功鎮,13212
58.7351,139,111,臺東縣關山鎮,8165
412.6871,41,111,臺東縣卑南鄉,16846
69.1454,81,111,臺東縣大武鄉,5635
96.6523,111,111,臺東縣太麻里鄉,10744
210.1908,38,111,臺東縣東河鄉,8060
155.1868,43,111,臺東縣長濱鄉,6733
89.698,82,111,臺東縣鹿野鄉,7314
82.6854,97,111,臺東縣池上鄉,7995
15.0919,284,111,臺東縣綠島鄉,4285
455.8805,8,111,臺東縣延平鄉,3630
880.0382,5,111,臺東縣海端鄉,4222
306.4454,11,111,臺東縣達仁鄉,3482
380.6635,10,111,臺東縣金峰鄉,3713
48.3892,109,111,臺東縣蘭嶼鄉,5263
29.4095,3385,111,花蓮縣花蓮市,99558
120.5181,87,111,花蓮縣鳳林鎮,10536
252.3719,89,111,花蓮縣玉里鎮,22408
29.4095,689,111,花蓮縣新城鄉,20256
65.2582,1269,111,花蓮縣吉安鄉,82795
218.4448,78,111,花蓮縣壽豐鄉,17133
157.11,76,111,花蓮縣光復鄉,12015
162.4332,27,111,花蓮縣豐濱鄉,4315
135.5862,81,111,花蓮縣瑞穗鄉,10968
176.3705,55,111,花蓮縣富里鄉,9689
1641.8555,10,111,花蓮縣秀林鄉,16992
618.491,10,111,花蓮縣萬榮鄉,6175
1021.313,6,111,花蓮縣卓溪鄉,6052
33.9918,1873,111,澎湖縣馬公市,63657
33.3008,475,111,澎湖縣湖西鄉,15820
20.0875,500,111,澎湖縣白沙鄉,10047
18.7148,446,111,澎湖縣西嶼鄉,8341
13.7824,395,111,澎湖縣望安鄉,5448
6.9868,560,111,澎湖縣七美鄉,3910
10.2118,4953,111,基隆市中正區,50574
56.2659,942,111,基隆市七堵區,53003
22.8283,1679,111,基隆市暖暖區,38320
4.2335,9762,111,基隆市仁愛區,41328
10.5238,4280,111,基隆市中山區,45038
18.025,4455,111,基隆市安樂區,80297
10.6706,4964,111,基隆市信義區,52966
33.5768,6601,111,新竹市東區,221657
15.7267,9673,111,新竹市北區,152118
54.8491,1435,111,新竹市香山區,78698
30.1556,3907,111,嘉義市東區,117826
29.87,4858,111,嘉義市西區,145098
21.713,1950,111,金門縣金城鎮,42342
41.696,735,111,金門縣金湖鎮,30636
41.19,502,111,金門縣金沙鎮,20673
29.854,1150,111,金門縣金寧鄉,34325
16.003,790,111,金門縣烈嶼鄉,12649
1.2,558,111,金門縣烏坵鄉,670
